Latitude,Longitude,Precision,Site,District,State,Year,Field,Dated,Investigator,Institute,Notes,Reference
19.095208,74.749592,3,Shivyogamandir,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,notes work in Bombay-Karnataka; pebble-bed; Series I,IAR 1956: 05
19.56047,74.625249,9,Angavadi,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,"Series I, II, III (microliths on chert)",IAR 1956: 05
19.095208,74.749592,3,Bagalkot,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,Series I and II,IAR 1956: 5
19.095208,74.749592,3,Kerkal,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,Series I and II,IAR 1956: 05
19.204544,74.888722,3,Kolhar,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,Series I and II,IAR 1956: 05
19.095208,74.749592,3,Almatti,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,Series I and II,IAR 1956: 05
19.095208,74.749592,3,Bilgi,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,Series II and III,IAR 1956: 05
19.095208,74.749592,3,Shidlaphadi,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,"notes rock-shelter, microliths, pottery; inscriptions - 5-6thAD",IAR 1956: 05
19.095208,74.749592,3,Hangal,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,occupational deposit,IAR 1956: 05
19.095208,74.749592,3,Banavasi,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,occupational deposit,IAR 1956: 05
19.095208,74.749592,3,Hale-Bankapur,Ahmednagar,Maharashtra,1955,Exploration,Stone Age,University,Kannada Research Institute,occupational deposit,IAR 1956: 05
22.553712,72.223735,3,Lothal,Ahmedabad,Gujarat,1955,Excavation,Harappan,Survey,Survey,"notes three occupation periods: pre-defence, defence, post-defence, all Harappan; before defence, suffer from floods on Bhogavo and Sabarmati; dwellings on platform; drains, pottery, steatite seals",IAR 1958: 6-7
21.6618788,69.8909454,5,Amra,Halar,Gujarat,1955,Excavation,Harappan,State,Saurashtra State,"notes proximity to stream, 3 miles from Lakhabaval; Harappan pottery; 'inverted firing, showing that the technique was known to Harappans'",IAR 1956: 07
21.481794,70.350758,5,Somnath,Sorath,Gujarat,1955,Excavation,Harappan,State,Saurashtra State,"notes proximity from Prabhas Patan, 2 miles; five successive periods: lustrous Rangpur II and steatite beads, microliths, lustrous red ware, burnished black-red ware like central and south India, plain red ware, structures of rubble and red polished ware with Gupta and Valabhi coins",IAR 1956: 7-8
19.551177,74.928106,3,Nevasa,Ahmednagar,Maharashtra,1955,Excavation,Neolithic,University,Deccan College,"notes four periods: Stone age series I and II, periods III, IV, V, VI; III has burials, unoccupied gap before IV, early historic or Satavahana: use Wheeler's date and coins; V is Indo-Roman, VI is Medieval; includes drawings",IAR 1956: 8-11
24.587982,73.720755,3,Ahar,Udaipur,Rajasthan,1955,Excavation,Chalcolithic,State,Rajasthan State,"notes three periods: microliths, pottery, beads; black-cream ware; no third period, PGW absent,  but 'designs on black-and-red ware Period 1 were strongly reminiscent of those on the former ie PGW'",IAR 1956: 11
23.44546,75.416992,3,Nagda,Ujjain,Madhya Pradesh,1955,Excavation,Chalcolithic,Survey,Survey,"notes three periods: chalcolithic with mud-brick massive structures, pottery, microliths; black-red ware, mud-brick structures; NBPW and mud-brick; includes section and pottery drawing",IAR 1956: 11-15
23.179301,75.78491,3,Ujjain,Ujjain,Madhya Pradesh,1955,Excavation,Chalcolithic,Survey,Survey,"notes two periods: NBPW and flood, medieval",IAR 1956: 16
27.168117,79.517785,5,Kanauj,Farrukhabad,Uttar Pradesh,1955,Excavation,PGW,Survey,Survey,"notes four periods: structures, pottery; includes photos",IAR 1956: 16-17
25.435801,81.846311,3,Kausambi,Allahabad,Uttar Pradesh,1955,Excavation,NBPW,University,University of Allahabad,notes historical significance; stupa; includes plan,IAR 1956: 17-19
25.594095,85.137565,3,Pataliputra,Patna,Bihar,1955,Excavation,NBPW,University,KP Jayaswal Research Institute,"notes pottery, structures, bricks, figurines, copper, gold, iron, upto medieval, 1600; includes photos",IAR 1956: 19-23
12.683995,79.983348,3,Kunnattur,Chingleput,Tamil Nadu,1955,Excavation,Megalithic,Survey,Survey,"notes cairn circle; iron, sarcophagus, no skeletons",IAR 1956: 23
16.52249,79.240886,3,Nagarjunakonda,Guntur,Andhra Pradesh,1955,Excavation,Ikshvakus,Survey,Survey,"notes monasteries, stupas, medieval temple, inscriptions; inlcudes photos",IAR 1956: 23-26
22.751069,77.780967,3,Sirpur,Raipur,Madhya Pradesh,1955,Excavation,Sarabhapura,University,University of Saugor,"notes gold coin, structures, copper coins, monastery; includes photos",IAR 1956: 26-27
11.36623,79.657228,3,Nanjalur,Cuddalore,Tamil Nadu,1955,Exploration,Megalithic,Survey,Survey,notes urn fields,IAR 1956: 27
11.279966,79.551914,3,Kattumannargudi,Cuddalore,Tamil Nadu,1955,Exploration,Megalithic,Survey,Survey,notes urn fields,IAR 1956: 27
11.489819,79.386302,3,Kumaramangalam,Cuddalore,Tamil Nadu,1955,Exploration,Megalithic,Survey,Survey,notes urn fields,IAR 1956: 27
11.037168,79.586649,5,Therazhandur,Thanjavur,Tamil Nadu,1955,Exploration,Megalithic,Survey,Survey,notes urn fields,IAR 1956: 27
10.786999,79.137827,3,Kandhahai,Thanjavur,Tamil Nadu,1955,Exploration,Megalithic,Survey,Survey,notes urn fields,IAR 1956: 27
10.786999,79.137827,3,Pittachcheri,Thanjavur,Tamil Nadu,1955,Exploration,Megalithic,Survey,Survey,notes urn fields,IAR 1956: 27
10.786999,79.137827,3,Perumkadambalur,Thanjavur,Tamil Nadu,1955,Exploration,Megalithic,Survey,Survey,notes urn fields,IAR 1956: 27
10.597244,79.023539,3,Palaya-gandharyakottai,Thanjavur,Tamil Nadu,1955,Exploration,Megalithic,Survey,Survey,notes urn fields,IAR 1956: 27
11.501157,79.63056,3,Nattamedu,Cuddalore,Tamil Nadu,1955,Exploration,Roman,Survey,Survey,notes urn fields,IAR 1956: 27
10.790483,78.704673,3,Gangaikondacholpuram,Tiruchirapalli,Tamil Nadu,1955,Exploration,Rajendra I,Survey,Survey,"notes fortification, temple, capital of Rajendra I (1011-1044)",IAR 1956: 27
10.786999,79.137827,3,Tanjore,Thanjavur,Tamil Nadu,1955,Exploration,?,Survey,Survey,"notes fortification, temple",IAR 1956: 27-28
16.306652,80.43654,3,Nagarjunakonda Valley,Guntur,Andhra Pradesh,1955,Exploration,Stone Age,Survey,Survey,"notes paleolithis, microliths",IAR 1958: 68
13.339168,77.113998,3,Banasandra Hill,Tumkur,Karnataka,1955,Exploration,Paleolithic,Survey,Survey,notes quartzite pebbles,IAR 1958: 68
16.830171,75.710031,3,Nandikeswar,Bijapur,Karnataka,1955,Exploration,Paleolithic,Survey,Survey,notes river-bed and handaxes,IAR 1958: 68
18.34401,73.843009,3,Khed,Pune,Maharashtra,1955,Exploration,Paleolithic,University,Deccan College,notes Series II,IAR 1958: 68
18.733959,73.721306,3,Induri,Pune,Maharashtra,1955,Exploration,Paleolithic,University,Deccan College,notes Series II,IAR 1958: 68
18.66005,74.492859,3,Chinchani,Pune,Maharashtra,1955,Exploration,Paleolithic,University,Deccan College,notes Series II,IAR 1958: 68
24.076836,75.069295,3,Mandasor,Mandasor,Madhya Pradesh,1955,Exploration,Paleolithic,University,Deccan College,notes tools; previous work,IAR 1958: 68
24.076836,75.069295,3,Sonita,Mandasor,Madhya Pradesh,1955,Exploration,Paleolithic,University,Deccan College,notes tools; previous work,IAR 1958: 68
24.076836,75.069295,3,Chittorgarh,Mandasor,Madhya Pradesh,1955,Exploration,Paleolithic,Survey,Survey,"notes Berach River, tools; includes photos",IAR 1958: 68
24.076836,75.069295,3,Nagari,Mandasor,Madhya Pradesh,1955,Exploration,Paleolithic,Survey,Survey,"notes Berach River, tools; includes photos",IAR 1958: 68
27.09441,76.324652,3,Bhangarh,Alwar,Rajasthan,1955,Exploration,Paleolithic,Survey,Survey,notes Sanwan Nadi off Chambal; Madras industry,IAR 1958: 68
11.454776,76.597945,3,Pykara,Nilgiris,Tamil Nadu,1955,Exploration,Microlithic,University,Deccan College,notes flakes,IAR 1958: 68
18.520708,74.050575,3,Theur,Pune,Maharashtra,1955,Exploration,Microlithic,University,Deccan College,notes microliths,IAR 1958: 68
23.733733,69.859741,3,Ladai,Kutch,Gujarat,1955,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1958: 68
23.733733,69.859741,3,Rambhau,Kutch,Gujarat,1955,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1958: 68
22.871425,69.811345,3,Luni,Kutch,Gujarat,1955,Exploration,Microlithic,Survey,Survey,notes microliths,IAR 1958: 68
23.746601,70.684879,3,Desalpar,Kutch,Gujarat,1955,Exploration,Microlithic,Survey,Survey,"notes microliths, harappan pottery",IAR 1958: 68
23.733733,69.859741,3,Kabra Pahar,Kutch,Gujarat,1955,Exploration,Microlithic,Survey,Survey,"notes rock shelters, tools",IAR 1958: 68
24.916356,79.581183,3,Ponr-ka-data,Chhatarpur,Madhya Pradesh,1955,Exploration,Microlithic,Survey,Survey,"notes rock shelters, paintings",IAR 1958: 68
24.916356,79.581183,3,Putli-ka-data,Chhatarpur,Madhya Pradesh,1955,Exploration,Microlithic,Survey,Survey,"notes rock shelters, paintings",IAR 1958: 68
27.553964,77.19165,3,Khera,Bharatpur,Rajasthan,1955,Exploration,Microlithic,Survey,Survey,"notes tools, proximity to rivers; includes photos",IAR 1958: 68
24.888744,74.626922,3,Chittorgarh,Chittorgarh,Rajasthan,1955,Exploration,Microlithic,Survey,Survey,"notes tools, proximity to rivers; includes photos",IAR 1958: 68
24.540264,76.172577,3,Jhalrapatan,Jhalawar,Rajasthan,1955,Exploration,Microlithic,Survey,Survey,"notes tools, proximity to rivers; includes photos",IAR 1958: 68
26.167195,79.968229,3,Musanagar,Kanpur,Uttar Pradesh,1955,Exploration,NBPW,Survey,Survey,"notes tools, proximity to rivers; includes photos",IAR 1958: 68
22.408038,87.381073,3,Deulbarh,Midnapore,West Bengal,1955,Exploration,Neolithic,Survey,Survey,"notes celts, pottery; includes photos",IAR 1958: 68
23.733733,69.859741,3,Todia Timbo,Kutch,Gujarat,1955,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1956: 69-70
22.2592,71.567203,3,Babarkot,Bhavnagar,Gujarat,1955,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1958: 69-70
21.76909,71.687304,5,Devalia,Bhavnagar,Gujarat,1955,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1956: 69-70
21.468982,70.370291,3,Kinner Kheda,Sorath,Gujarat,1955,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1956: 69-70
22.007302,71.92976,3,Moti Dharai,Bhavnagar,Gujarat,1955,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1956: 69-70
21.468982,70.370291,3,Una,Sorath,Gujarat,1955,Exploration,Harappan,Survey,Survey,notes pottery,IAR 1956: 69-70
21.522184,70.457877,3,Alau,Junagadh,Gujarat,1955,Exploration,Chalcolithic,Survey,Survey,notes pottery,IAR 1956: 69-70
21.522184,70.457877,3,Bhimpatal,Junagadh,Gujarat,1955,Exploration,Chalcolithic,Survey,Survey,notes pottery,IAR 1956: 69-70
21.522184,70.457877,3,Kanjetar,Junagadh,Gujarat,1955,Exploration,Chalcolithic,Survey,Survey,notes pottery,IAR 1956: 69-70
21.522184,70.457877,3,Takriada,Junagadh,Gujarat,1955,Exploration,Chalcolithic,Survey,Survey,notes pottery,IAR 1956: 69-70
21.522184,70.457877,3,Bhilsura,Junagadh,Gujarat,1955,Exploration,Chalcolithic,Survey,Survey,notes pottery,IAR 1956: 69-70
18.321801,76.142142,3,Ter,Osmanabad,Maharashtra,1955,Exploration,Chalcolithic,Survey,Survey,notes pottery,IAR 1956: 69-70
12.29581,76.639381,3,Narasamantala,Mysore,Karnataka,1955,Exploration,Megalithic,Survey,Survey,notes pottery,IAR 1956: 69-70
11.774935,76.870655,3,Arakalavadi,Mysore,Karnataka,1955,Exploration,Megalithic,Survey,Survey,notes pottery,IAR 1956: 69-70
13.360543,78.032381,3,Chinnasandra,Mysore,Karnataka,1955,Exploration,Megalithic,Survey,Survey,notes pottery,IAR 1956: 69-70
12.607939,76.133445,3,Konganahalli,Mysore,Karnataka,1955,Exploration,Megalithic,Survey,Survey,notes pottery,IAR 1956: 69-70
13.051599,77.852451,3,Jedigenhalli,Mysore,Karnataka,1955,Exploration,Megalithic,Survey,Survey,notes pottery,IAR 1956: 69-70
12.29581,76.639381,3,Kongarajapalli,Mysore,Karnataka,1955,Exploration,Megalithic,Survey,Survey,notes pottery,IAR 1956: 69-70
27.262828,78.036661,3,Poiya,Agra,Uttar Pradesh,1955,Exploration,PGW,Survey,Survey,notes pottery,IAR 1956: 69-70
27.897394,78.088013,3,Renuka,Aligarh,Uttar Pradesh,1955,Exploration,PGW,Survey,Survey,notes pottery,IAR 1956: 69-70
27.14785,77.829581,3,Mahuar,Agra,Uttar Pradesh,1955,Exploration,PGW,Survey,Survey,notes pottery,IAR 1956: 69-70
27.204763,77.557643,3,Noh,Bharatpur,Rajasthan,1955,Exploration,PGW,Survey,Survey,notes pottery,IAR 1956: 69-70
27.492413,77.673673,3,Aring,Mathura,Uttar Pradesh,1955,Exploration,PGW,Survey,Survey,notes pottery,IAR 1956: 71
27.382613,79.594054,3,Sankethan,Farrukhabad,Uttar Pradesh,1955,Exploration,PGW,Survey,Survey,notes pottery,IAR 1956: 71
27.325737,79.351386,5,Sankisa,Farrukhabad,Uttar Pradesh,1955,Exploration,PGW,Survey,Survey,notes pottery,IAR 1956: 71
27.382613,79.594054,3,Farrukhabad,Farrukhabad,Uttar Pradesh,1955,Exploration,PGW,Survey,Survey,notes pottery,IAR 1956: 71
26.846694,80.946166,3,Lucknow,Lucknow,Uttar Pradesh,1955,Exploration,PGW,Survey,Survey,notes pottery,IAR 1956: 71
27.521662,77.467329,3,Sakhitara,Mathura,Uttar Pradesh,1955,Exploration,PGW,Survey,Survey,notes pottery,IAR 1956: 71
25.786308,79.089925,3,Erachh,Jhansi,Uttar Pradesh,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
25.795891,78.909021,3,Chhota Belma,Jhansi,Uttar Pradesh,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
26.343042,79.962581,5,Mati Kisanpur,Kanpur,Uttar Pradesh,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
26.605735,80.269765,3,Bithur,Kanpur,Uttar Pradesh,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
26.46985,80.322181,9,Ayodhya,Kanpur,Uttar Pradesh,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1958: 71
27.503543,82.036461,3,Shravasti,Gonda,Uttar Pradesh,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
25.589545,81.654212,5,Singraur,Allahabad,Uttar Pradesh,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
25.758438,84.148732,3,Lakueswar Dih,Ballia,Uttar Pradesh,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
25.374756,86.473525,3,Bodh Gaya,Munger,Bihar,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
25.374756,86.473525,3,Pirnagara,Munger,Bihar,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
24.795452,84.999431,3,Sonitpur,Gaya,Bihar,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
22.678213,88.693067,5,Chandraketur-garh,24 Parganas,West Bengal,1955,Exploration,NBPW,Survey,Survey,notes pottery,IAR 1956: 71
22.538754,88.290057,3,Basti,24 Parganas,West Bengal,1955,Exploration,Askoha,Survey,Survey,notes abacus,IAR 1956: 72
18.528793,73.857925,9,Bhaja,Pune,Maharashtra,1955,Exploration,?,Survey,Survey,notes caves,IAR 1956: 72
18.468727,73.860495,9,Ajanta,Pune,Maharashtra,1955,Exploration,2nd BC,Survey,Survey,notes caves,IAR 1956: 72
21.002009,70.562562,3,Uparkot,Junagadh,Gujarat,1955,Exploration,?,Survey,Survey,notes caves,IAR 1956: 72
21.522184,70.457877,3,Ranapara,Junagadh,Gujarat,1955,Exploration,?,Survey,Survey,notes caves,IAR 1956: 72
23.095908,79.84648,3,Balpur,Seoni,Madhya Pradesh,1955,Exploration,Early Historical,Survey,Survey,"notes floods, pottery",IAR 1956: 72
22.25466,71.559042,3,Paliad,Bhavnagar,Gujarat,1955,Exploration,Early Historical,Survey,Survey,notes pottery,IAR 1956: 72
21.764473,72.15193,3,Taraghra,Bhavnagar,Gujarat,1955,Exploration,Early Historical,Survey,Survey,notes pottery,IAR 1956: 72
23.733733,69.859741,3,Nagini,Kutch,Gujarat,1955,Exploration,Early Historical,Survey,Survey,notes pottery,IAR 1956: 72
21.468982,70.370291,3,Khengarpur,Sorath,Gujarat,1955,Exploration,Early Historical,Survey,Survey,notes pottery,IAR 1956: 72
21.468982,70.370291,3,Talala,Sorath,Gujarat,1955,Exploration,Early Historical,Survey,Survey,notes pottery,IAR 1956: 72
21.468982,70.370291,3,Divrana,Sorath,Gujarat,1955,Exploration,Early Historical,Survey,Survey,notes pottery,IAR 1956: 72
21.468982,70.370291,3,Kadvar,Sorath,Gujarat,1955,Exploration,Early Historical,Survey,Survey,notes pottery,IAR 1956: 72
21.468982,70.370291,3,Khalej,Sorath,Gujarat,1955,Exploration,Early Historical,Survey,Survey,notes pottery,IAR 1956: 72
21.468982,70.370291,3,Una,Sorath,Gujarat,1955,Exploration,Early Historical,Survey,Survey,notes pottery,IAR 1956: 72
19.418668,72.801302,3,Sopara,Thane,Maharashtra,1955,Exploration,Early Historical,University,Deccan College,"notes pottery, microliths",IAR 1956: 72
14.681888,77.600591,3,Sasankota,Anantapur,Andhra Pradesh,1955,Exploration,Early Historical,Survey,Survey,"notes pottery, coins",IAR 1956: 72
16.169339,80.944273,3,Ghantasala,Krishna,Andhra Pradesh,1955,Exploration,Early Historical,Survey,Survey,"notes pottery, coins",IAR 1956: 72
18.05077,83.262643,3,Jami,Visakhapatnam,Andhra Pradesh,1955,Exploration,Early Historical,Survey,Survey,"notes pottery, coins",IAR 1956: 72
18.296975,83.896781,3,Gunanupuram,Srikakulam,Andhra Pradesh,1955,Exploration,Early Historical,Survey,Survey,"notes pottery, coins",IAR 1956: 72
10.851459,79.106867,3,Kandiyr,Thanjavur,Tamil Nadu,1955,Exploration,Medieval,Survey,Survey,"notes temples, sculptures",IAR 1956: 73-74
